               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.040838,           0.0025251,           0.0019008,             0.67704,             0.51359,             0.56384,             0.30291,            0.040241,           0.0012923,           0.0013873,           0.0084655,           0.0084655,           0.0084655
                  64,            0.041076,           0.0025267,           0.0019141,             0.65767,             0.52307,             0.56731,             0.30263,            0.040274,           0.0012903,           0.0013754,           0.0084408,           0.0084408,           0.0084408
                  65,            0.040467,           0.0024957,           0.0018503,             0.66279,             0.52651,             0.57118,             0.30476,            0.040137,           0.0012931,           0.0013536,            0.008416,            0.008416,            0.008416
                  66,            0.040788,           0.0025068,           0.0019292,             0.67312,             0.50946,             0.56544,             0.30333,            0.040103,           0.0012946,           0.0013538,           0.0083913,           0.0083913,           0.0083913
                  67,            0.040483,           0.0025287,           0.0018648,             0.67955,             0.52358,             0.57164,             0.30472,            0.040041,           0.0012902,           0.0013507,           0.0083665,           0.0083665,           0.0083665
                  68,            0.040718,           0.0024925,           0.0018373,             0.68093,             0.53378,             0.57679,             0.30982,            0.040025,           0.0012884,           0.0013355,           0.0083418,           0.0083418,           0.0083418
                  69,             0.04062,           0.0024706,           0.0019233,             0.69231,             0.54121,             0.58486,             0.31016,             0.04004,           0.0012879,           0.0013186,            0.008317,            0.008317,            0.008317
                  70,            0.040656,           0.0025354,           0.0018116,             0.67766,             0.54116,             0.58674,               0.313,            0.040045,           0.0012859,           0.0013072,           0.0082922,           0.0082922,           0.0082922
                  71,            0.040252,           0.0024749,           0.0018382,             0.69146,             0.54823,             0.58933,             0.31601,            0.039907,           0.0012856,           0.0013009,           0.0082675,           0.0082675,           0.0082675
                  72,            0.040166,           0.0024913,           0.0018384,             0.69085,             0.54372,             0.59011,             0.31694,            0.039938,           0.0012847,           0.0012965,           0.0082428,           0.0082428,           0.0082428
                  73,            0.040228,            0.002506,           0.0017804,             0.68847,             0.54474,             0.58798,             0.31557,            0.039894,           0.0012875,           0.0012847,            0.008218,            0.008218,            0.008218
                  74,            0.040088,           0.0024857,           0.0018407,             0.68972,             0.54805,             0.58781,             0.31647,            0.039894,           0.0012888,           0.0012913,           0.0081932,           0.0081932,           0.0081932
                  75,             0.04016,           0.0024653,           0.0018354,             0.69143,             0.55283,             0.58972,             0.31648,            0.039832,           0.0012886,           0.0012939,           0.0081685,           0.0081685,           0.0081685
                  76,            0.039891,           0.0024898,           0.0017767,             0.69222,             0.54761,             0.58903,             0.31574,             0.03982,           0.0012889,           0.0012951,           0.0081437,           0.0081437,           0.0081437
                  77,            0.039993,           0.0024432,           0.0018329,             0.69783,              0.5465,             0.59127,             0.31787,            0.039794,           0.0012882,           0.0012953,            0.008119,            0.008119,            0.008119
                  78,            0.040182,           0.0025068,           0.0018103,             0.69815,             0.55135,             0.59077,             0.31739,            0.039812,           0.0012883,           0.0013021,           0.0080942,           0.0080942,           0.0080942
                  79,            0.040007,           0.0024975,           0.0017662,              0.6933,              0.5536,             0.58937,             0.31834,            0.039852,           0.0012867,           0.0013079,           0.0080695,           0.0080695,           0.0080695
